Message_ID,Sender_ID,Date,Message_Text
680,5326836592,2024-12-03 07:21:51+00:00,Ok sir 👍
679,1003305711,2024-12-03 07:19:05+00:00,Jinke paas ola hai chahe toh exit kr de! Ya cost to cost nikl jana!!
678,1003305711,2024-12-03 07:18:52+00:00,Mere hisaab se avoid krna chaiye
677,1003305711,2024-12-03 07:18:47+00:00,Ab risk zyda hai isko dekhoge toh
676,1003305711,2024-12-03 07:18:40+00:00,"**Suraksha Diagnostic IPO Day 3 Subscription Figures at 12:00 PM**

QIB 0x

**Application wise**
bHNI 133 0.03x
sHNI 598 0.3x
Retail 126934 0.64x

GMP still not Activated"
675,5326836592,2024-12-03 07:16:25+00:00,@harsh07_1184  sir suraksha diagnostic ipo ke liye apply karna sahi rahega kya ?
674,6467913109,2024-11-29 04:52:58+00:00,Sir suraksha diagnostic ka bhi bata dijie
673,1003305711,2024-11-29 04:22:35+00:00,Congrats to all those who got the ipo! This is why everyone should apply for ipos
672,1003305711,2024-11-29 04:10:15+00:00,"Opening bhdya hai isme! 
But mai long term k liye nhi rkh rha!"
671,1003305711,2024-11-28 03:06:17+00:00,
670,1003305711,2024-11-27 17:42:27+00:00,"**Enviro Infra IPO Allotment Out**

Https://ipo.bigshareonline.com/ipo_status.html"
668,6467913109,2024-11-27 05:08:15+00:00,Chalega kafi hai
667,6467913109,2024-11-27 05:08:10+00:00,1 lot me
666,6467913109,2024-11-27 05:08:08+00:00,Mera bhi 1100 ka profit hua bjai
665,1224580322,2024-11-27 04:54:53+00:00,Kam se kam loss nhi 🥹
664,1224580322,2024-11-27 04:54:41+00:00,I am just thankful ki profit toh hai
663,1224580322,2024-11-27 04:53:18+00:00,🥲😭😭😭
662,1224580322,2024-11-27 04:53:12+00:00,"Kya mauj bhai 
303 shares allot hua 
Idhar se itna darr ke gya ki 2400 profit book karke exit kardiya 
Ab hold karta aur 2000 aata"
661,6467913109,2024-11-27 04:52:08+00:00,Mera bhi laga tha bech di
660,6467913109,2024-11-27 04:52:02+00:00,Mauj karo bhai hogya profit
659,1224580322,2024-11-27 04:00:52+00:00,Khatam fir toh 🥲
658,1003305711,2024-11-27 03:58:30+00:00,"Genesys international 
25% returns done!! 

Yeh share abhi bechne vala nhi hai! Jitne bhi dips dega purchase krenge IT sector me performance achhi rhegi uska fyda ise bhii milega"
657,1003305711,2024-11-27 03:57:45+00:00,Glt ipo lg gya shyd😅
656,1224580322,2024-11-27 02:51:55+00:00,Zindagi mein pehli baar koi IPO haath laga hai 😂😂
655,1224580322,2024-11-27 02:51:34+00:00,Ye NTPC ka listing kitne baje hai ??
654,1003305711,2024-11-25 07:45:43+00:00,As discussed in last class…market achha gapup open hua and then it came down
653,1003305711,2024-11-25 03:40:36+00:00,"Aaj market me bhdya strength hai! 
Most of our stocks are up by 3%+"
652,1003305711,2024-11-24 17:38:55+00:00,You should not consider of zomatos pe ! Consider revenue growth and margin change in such companies!!
651,1003305711,2024-11-24 17:38:21+00:00,Blinkit is owned by zomato now…which is the having the biggest market share fast delivery! And it’s actually playing a big role in zomato’s revenue
650,1176521895,2024-11-24 14:52:46+00:00,"sir  zomato's revenue is equal to jsw steel's profit, also the pe ratio of zomato  but it is so valued so high what is your opinion. with other competition like blinkit, big basket do you think zomato can do a sustainable business model"
649,1003305711,2024-11-24 12:51:26+00:00,"Whenever a stock is added to index ….toh index mutual funds use buy krte hai toh short term bullish hota hai! Bt again depends upon market sentiments.

Filhl Maharashtra election has given a good stimulus to the market ab dekhte hai aage kya hota hai"
648,1176521895,2024-11-24 09:30:06+00:00,Sir zomato added on sensex what's your opinion?
647,989875648,2024-11-22 10:24:36+00:00,का batao
646,989875648,2024-11-22 10:24:33+00:00,Ntpc
645,989875648,2024-11-22 04:56:48+00:00,Any stocks for short term?
644,1176521895,2024-11-21 09:34:21+00:00,"Russia fires intercontinental ballistic missile at Ukraine for first time

https://www.moneycontrol.com/news/world/russia-fires-intercontinental-ballistic-missile-at-ukraine-for-first-time-12872308.html"
643,1003305711,2024-11-19 15:29:17+00:00,If you want you guys can join too for the first 20 mins
642,1003305711,2024-11-19 15:29:05+00:00,https://wise-live.zoom.us/j/94121645311?pwd=rlgq0OYzFcaRGVFYLhDUC43dbehYMI.1
641,1003305711,2024-11-19 15:24:57+00:00,Will share
640,1888947094,2024-11-19 15:20:36+00:00,Link??
639,1003305711,2024-11-19 15:20:00+00:00,"Hello everyone,
I have a class today at 9 
Everyone can join for the first 20mins. We can have a look at the market scenario right now."
638,1003305711,2024-11-18 15:51:26+00:00,"Ek long put 
Apni positions ko hedge krne k liye le skte hai vaise. 
Depending upon porfolio size"
637,1003305711,2024-11-18 15:50:31+00:00,"Still market me weakness lg rhj hai yaha se 5-7% tk fall ar aa skta hai,

Generally december me market does not perform well!  

22000 is a major level!!"
636,989875648,2024-11-18 14:10:53+00:00,
635,1003305711,2024-11-18 06:16:26+00:00,"Garware hitech tgt achieved 30% 🚀🚀
Now we will trail SL"
634,1003305711,2024-11-18 04:57:32+00:00,"abhi level retrace kr rha hai watch me rkhna ise 

Interarch building 

1 baje k bad confirmation denge"
633,1003305711,2024-11-18 04:50:53+00:00,Old students will know ki iski buying kaafi neeche hai hmre paas again achhi level me mil rha hai
632,1003305711,2024-11-18 04:50:33+00:00,"New buy 

Websol energy
200ema support pr hai 
Semiconductor stock (is getting benefit from govt policies) 
Stop loss lga kr trade nhi le rha kyoki fundamentally achha hai kaafi !! 
Risk ar return aapka hai (do your own research)"
631,6618442033,2024-11-16 07:29:38+00:00,
630,6913543993,2024-11-14 17:59:01+00:00,I will give you one rupee trade it again and again for a month and give me 5 cr at end of month😂
627,1003305711,2024-11-14 14:15:37+00:00,Last day FIIs purchased Indian stocks was 26th SEPTEMBER!!
626,1003305711,2024-11-14 08:24:14+00:00,Abhi toh avoid krna achha rhega!
625,1003305711,2024-11-14 08:24:04+00:00,"Poori portfolio 
Jsw holdings ne smbhaal rkhi hai filhl, jis bhi din isne hlki negative move diya poora book kr denge!! 

Baki kai sare stocks achhe levels pr aa gae hai!"
624,6467913109,2024-11-13 14:57:04+00:00,Retail se lagana se Jada acha rahega ki shareholders quota se ?
623,1003305711,2024-11-13 02:24:59+00:00,"BREAKING

𝙉𝙏𝙋𝘾 𝙂𝙧𝙚𝙚𝙣 𝙀𝙣𝙚𝙧𝙜𝙮 𝙇𝙞𝙢𝙞𝙩𝙚𝙙 𝙄𝙋𝙊 🐦‍🔥

Date : 19-Nov to 22-Nov-2024
Price : ₹102 - ₹108
Lot : 138 Shares
Size : ₹10,000 Cr
Retail : 10%✅
Shareholder Quota : ₹1000Cr✅
Allotment - 25 Nov
Listing - 27 Nov"
622,5758389679,2024-11-13 02:24:21+00:00,Okay
621,1003305711,2024-11-13 02:24:10+00:00,Wait for today’s move
620,6895437578,2024-11-12 19:10:44+00:00,What’s the best buying price?
619,5059928523,2024-11-12 12:52:34+00:00,
618,1856569036,2024-11-12 11:09:52+00:00,
617,1003305711,2024-11-12 03:55:02+00:00,"Averaging up in websol energy today. 
Not a recommendation. 
My buying is at 50% below price."
616,7194576104,2024-11-11 13:31:53+00:00,
615,1871342952,2024-11-11 13:24:17+00:00,
614,7756662554,2024-11-11 13:23:13+00:00,
613,1003305711,2024-11-11 13:09:46+00:00,https://www.paytmmoney.com/blog/41-stock-market-jargon-every-investor-must-know/
612,1949336495,2024-11-11 11:15:13+00:00,
611,1003305711,2024-11-11 04:31:28+00:00,"As per some reports ntpc rhp to be filed today!! 
After getting price band the premiums will be set by the market!!"
610,1003305711,2024-11-10 14:50:52+00:00,
609,6323371581,2024-11-10 11:47:45+00:00,
608,5899262188,2024-11-10 11:20:37+00:00,
607,1574824440,2024-11-10 10:09:02+00:00,
606,8115648449,2024-11-10 09:35:01+00:00,
605,1791077918,2024-11-10 08:46:43+00:00,
604,840541524,2024-11-07 16:13:27+00:00,
603,908651886,2024-11-07 04:01:38+00:00,"New stock market group
Interested person only join🙏"
602,908651886,2024-11-07 04:01:02+00:00,https://chat.whatsapp.com/IcykHSb6egqF9G43dHtwM7
601,1003305711,2024-11-06 16:58:09+00:00,Nasdaq all time high
600,6467913109,2024-11-06 16:07:21+00:00,Yes pls send thr link
599,1003305711,2024-11-06 15:55:03+00:00,"Yeh group sirf students k liye he rhega!! 
For further learning"
598,1003305711,2024-11-06 15:54:48+00:00,Ya whtsapp me bnata hu
597,1003305711,2024-11-06 15:54:41+00:00,Haaa is br us group me sirf admin message kr paenge
596,802826734,2024-11-06 15:41:36+00:00,Create a group in telegram
595,1888947094,2024-11-06 15:40:54+00:00,Ha
594,1003305711,2024-11-06 15:40:43+00:00,😵😵😵
593,1003305711,2024-11-06 15:40:40+00:00,Naya vala group bhi gaya
592,1888947094,2024-11-06 14:56:33+00:00,@harsh07_1184 I think You should make a separate grp in telegram
591,6467913109,2024-11-06 14:25:39+00:00,Again delete hogya
590,1282494965,2024-11-06 12:54:45+00:00,
589,1888947094,2024-11-04 17:41:41+00:00,
588,1003305711,2024-11-04 14:49:21+00:00,"Invitation Link

https://chat.whatsapp.com/LtlrCy3QmLv6AWjAVuh4kI

Welcome to Stock Market Gurukul Group!

This group is dedicated to discussions on stock price movements, industry analysis, company analysis, stay updated on market trends and make informed decisions about your investments. Let's discuss strategies to maximize profits in the stock market!

Group Rules:

1. From 8 AM to 9 PM (Mon-Sat), only stock market discussions are allowed in a professional way.

2. No jokes, news posts, or multiple messages during this time.

3. Combine all points in one message.

4. Violating these rules or arguing will result in removal.

*Thank you*
*Shiva Saxena*"
587,908651886,2024-11-04 10:54:11+00:00,Isliye bolta tha jada links bagera share mat karo kisi ne report mara hoga
586,1059845058,2024-11-03 17:20:12+00:00,
585,1003305711,2024-11-03 17:02:34+00:00,"Vrna fir tym leta hai ipo ka ath k bd he move aaega 
Recent: waaree me aisa he hua"
584,1003305711,2024-11-03 17:02:10+00:00,"Affcons ka premium positive hogya 
Suddenly we can see huge demand!! 

Short term k liye sirf do din he hol rkhna hai agr move aana hota hai toh starting k ek do din me aa jata hai"
583,1003305711,2024-11-03 11:42:03+00:00,"Yes again it got closed, I have asked for review from whatsapp. Don’t leave group as of now."
582,802826734,2024-11-03 11:37:24+00:00,@harsh07_1184
581,802826734,2024-11-03 11:37:05+00:00,Sir has the WhatsApp group been shut down?
580,1003305711,2024-11-01 11:27:49+00:00,"Screener from a book 

(Sales growth > 20% AND
NET BLOCK > Net block 3Years back * 2) 
OR
NET BLOCK +Capital work in progress > 3*(Net block preceding year + Capital work in progress preceding year) AND
 PROFIT GROWTH >2 AND
 Sales growth > 15 AND
 DEBT TO EQUITY < 1 AND
 Market Capitalization >1000 AND
 Return on equity  >2 AND
 Current price > DMA 50 previous day AND"
579,1886806397,2024-10-29 17:25:59+00:00,Uspe toh I guess deposit rate kaam me ayega and NPA
578,1886806397,2024-10-29 17:25:31+00:00,banks me kuch banks hi sirf accha h
577,802826734,2024-10-29 17:24:57+00:00,Banking according to me bro
576,1886806397,2024-10-29 17:20:06+00:00,Which sectors have low debt and good cashflow
575,1886806397,2024-10-29 17:19:45+00:00,cashflow accha h
574,1886806397,2024-10-29 17:19:33+00:00,Like FMCG sector
573,1003305711,2024-10-29 17:17:29+00:00,Mtlb?
572,1886806397,2024-10-29 09:42:20+00:00,Sir cashflow konse sectors me accha h
571,1888947094,2024-10-28 06:51:36+00:00,Ok thanks
570,1003305711,2024-10-28 06:46:46+00:00,"Infra 
Skipper 
It me 
Genesys (medium term) 
Kpit and tata elxsi current rate me bhdya hai 

Ar ek tata investment bht bhdya stock"
